0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z
-0.186691,0.910114,0.201932,-0.18821,0.986202,0.196808,-0.18232,1.340583,0.170989,-0.176112,1.444874,0.272076,-0.004769,1.330757,0.14949,0.085172,1.121135,0.090135,0.0919045,0.91819,0.260598,0.0919045,0.91819,0.260598,-0.3629,1.332183,0.161767,-0.423023,1.104852,0.177863,-0.348236,1.0289305,0.397632,-0.348236,1.0289305,0.397632,-0.087283,0.70888,0.375283,-0.068249,0.227796,0.262427,-0.041001,0.150012,0.17941,-0.047823,0.063609,0.304358,-0.270164,0.60009,0.339878,-0.278564,0.30852,0.269255,-0.271685,0.122386,0.166302,-0.26285,0.046132,0.29757,-0.1833295,1.2926235,0.1655685,0.131291,0.847967,0.267815,0.131291,0.847967,0.267815,-0.327986,0.969563,0.441558,-0.327986,0.969563,0.441558
-0.183361,0.925379,0.209241,-0.184841,1.001441,0.20374,-0.179698,1.353398,0.173116,-0.172345,1.458507,0.273275,-0.002322,1.344251,0.150634,0.087684,1.136188,0.086119,0.0863065,0.9394,0.2645415,0.0863065,0.9394,0.2645415,-0.359888,1.345345,0.165089,-0.420722,1.118348,0.183126,-0.344052,1.0457505,0.4032555,-0.344052,1.0457505,0.4032555,-0.085515,0.714645,0.373272,-0.07165,0.236531,0.260332,-0.045367,0.155138,0.180527,-0.05322,0.069815,0.306154,-0.271642,0.608915,0.329621,-0.280866,0.322607,0.26389,-0.271767,0.131424,0.170837,-0.26297,0.046869,0.296921,-0.1804765,1.3053305000000002,0.168713,0.122563,0.867749,0.273825,0.122563,0.867749,0.273825,-0.320111,0.987151,0.446348,-0.320111,0.987151,0.446348
-0.177721,0.936583,0.213376,-0.180069,1.012724,0.209488,-0.175943,1.364429,0.174729,-0.167769,1.470113,0.274217,0.001119,1.356135,0.152491,0.091909,1.149036,0.086004,0.079442,0.959114,0.2731504999999999,0.079442,0.959114,0.2731504999999999,-0.355907,1.356799,0.167321,-0.41695,1.129789,0.184463,-0.339352,1.0591545,0.4048235,-0.339352,1.0591545,0.4048235,-0.084213,0.718218,0.368049,-0.074088,0.243778,0.256133,-0.049382,0.159068,0.179331,-0.058837,0.072184,0.303772,-0.272769,0.615303,0.321232,-0.281971,0.332966,0.259678,-0.271824,0.138272,0.17433,-0.26326,0.047665,0.296153,-0.176655,1.3162725,0.171418,0.111502,0.885985,0.285762,0.111502,0.885985,0.285762,-0.313654,1.001011,0.447521,-0.313654,1.001011,0.447521
-0.17061,0.942074,0.214946,-0.174136,1.018257,0.213654,-0.171136,1.371382,0.17636,-0.162554,1.477282,0.275584,0.005895,1.363714,0.1558,0.096672,1.156032,0.091139,0.071766,0.974704,0.286518,0.071766,0.974704,0.286518,-0.350913,1.363978,0.168494,-0.412091,1.136764,0.182079,-0.3341429999999999,1.0672549999999998,0.4023415,-0.3341429999999999,1.0672549999999998,0.4023415,-0.082411,0.718079,0.361437,-0.075271,0.247678,0.25081,-0.053282,0.160276,0.176233,-0.064078,0.068599,0.297074,-0.274048,0.618477,0.317009,-0.28334,0.337701,0.257869,-0.272714,0.141326,0.176526,-0.263341,0.04792,0.296155,-0.1717759999999999,1.323179,0.1737989999999999,0.099918,0.900903,0.303708,0.099918,0.900903,0.303708,-0.308848,1.009209,0.445411,-0.308848,1.009209,0.445411
-0.163649,0.941916,0.215757,-0.167599,1.018087,0.216327,-0.164909,1.372751,0.17788,-0.156999,1.478612,0.277201,0.012404,1.365319,0.160947,0.103105,1.155729,0.102647,0.0633535,0.983846,0.3046845,0.0633535,0.983846,0.3046845,-0.344516,1.365487,0.168161,-0.40642,1.138197,0.175957,-0.3306515,1.0671135,0.3962015,-0.3306515,1.0671135,0.3962015,-0.078738,0.712914,0.355281,-0.074907,0.246362,0.244038,-0.054866,0.157241,0.17096,-0.068419,0.060588,0.287572,-0.27546,0.619422,0.318787,-0.285499,0.337436,0.259155,-0.274257,0.14145,0.176959,-0.263606,0.047973,0.296426,-0.1655035,1.324528,0.1757245,0.088872,0.910585,0.327405,0.088872,0.910585,0.327405,-0.306413,1.008648,0.43931,-0.306413,1.008648,0.43931
-0.15826,0.936546,0.216834,-0.161282,1.012758,0.217594,-0.156801,1.368268,0.179062,-0.150843,1.473855,0.27881,0.020902,1.360391,0.167842,0.110327,1.147603,0.120117,0.054974,0.9868275,0.327222,0.054974,0.9868275,0.327222,-0.336245,1.361405,0.165779,-0.400237,1.134566,0.167412,-0.3286405,1.058655,0.387024,-0.3286405,1.058655,0.387024,-0.07203,0.702049,0.350209,-0.073714,0.23915,0.234704,-0.053651,0.149235,0.162612,-0.071003,0.055724,0.281265,-0.276124,0.618878,0.327102,-0.287316,0.333371,0.26431,-0.27479,0.139782,0.176792,-0.263355,0.047838,0.297372,-0.1575035,1.3200415,0.177012,0.077499,0.914519,0.355484,0.077499,0.914519,0.355484,-0.306241,0.99892,0.42938,-0.306241,0.99892,0.42938
-0.153431,0.926294,0.216574,-0.155356,1.002545,0.216762,-0.146631,1.359075,0.179756,-0.143692,1.464212,0.280113,0.031132,1.349526,0.176964,0.119845,1.13378,0.143243,0.047048,0.9852275,0.3535925,0.047048,0.9852275,0.3535925,-0.326093,1.35325,0.161297,-0.393199,1.127356,0.156602,-0.327782,1.0432395,0.375483,-0.327782,1.0432395,0.375483,-0.063914,0.688127,0.346406,-0.074458,0.227746,0.224787,-0.052128,0.137634,0.153613,-0.071959,0.053385,0.278644,-0.275094,0.616455,0.341145,-0.288605,0.325587,0.273037,-0.275706,0.136706,0.175825,-0.263231,0.047713,0.298497,-0.147888,1.3108715000000002,0.1774555,0.065246,0.913833,0.386854,0.065246,0.913833,0.386854,-0.308269,0.981347,0.416136,-0.308269,0.981347,0.416136
-0.148258,0.913576,0.21391,-0.150628,0.989814,0.213565,-0.135865,1.347648,0.180983,-0.135676,1.452299,0.281889,0.041485,1.335375,0.18791,0.129848,1.117565,0.170465,0.038984,0.9818585,0.382177,0.038984,0.9818585,0.382177,-0.315078,1.343618,0.155731,-0.385888,1.119101,0.14425,-0.3277945,1.0241595,0.3617399999999999,-0.3277945,1.0241595,0.3617399999999999,-0.056977,0.675577,0.342774,-0.076894,0.216204,0.216794,-0.052133,0.125931,0.146636,-0.072207,0.052058,0.278027,-0.272902,0.613251,0.359192,-0.290363,0.316395,0.285175,-0.277604,0.134223,0.17589,-0.262974,0.047599,0.300011,-0.1378535,1.2995125,0.1778965,0.053016,0.912017,0.420386,0.053016,0.912017,0.420386,-0.313243,0.959279,0.399725,-0.313243,0.959279,0.399725
-0.143832,0.902512,0.210317,-0.147996,0.978669,0.209435,-0.126982,1.337923,0.182237,-0.128117,1.441379,0.284361,0.049853,1.322393,0.198279,0.13908,1.104238,0.199017,0.031154,0.981546,0.4111304999999999,0.031154,0.981546,0.4111304999999999,-0.305483,1.335766,0.150813,-0.378799,1.112743,0.129857,-0.3288069999999999,1.0064875,0.3461815,-0.3288069999999999,1.0064875,0.3461815,-0.053338,0.667929,0.340226,-0.077677,0.207839,0.213468,-0.05227,0.117651,0.143431,-0.072365,0.050453,0.278355,-0.269512,0.611811,0.377654,-0.291737,0.310193,0.299254,-0.2791,0.135012,0.179068,-0.262955,0.047259,0.302204,-0.1293605,1.289899,0.1779315,0.039885,0.913717,0.454231,0.039885,0.913717,0.454231,-0.322005,0.938685,0.381118,-0.322005,0.938685,0.381118
-0.142141,0.897061,0.208092,-0.147136,0.973154,0.206427,-0.121517,1.333161,0.182903,-0.122886,1.434973,0.286664,0.054931,1.314664,0.204614,0.146265,1.098299,0.22456,0.023467,0.988488,0.4371355,0.023467,0.988488,0.4371355,-0.299314,1.332675,0.147723,-0.371653,1.110886,0.114106,-0.3320889999999999,0.995898,0.3306275,-0.3320889999999999,0.995898,0.3306275,-0.049821,0.665454,0.340042,-0.076719,0.203975,0.213484,-0.051937,0.114246,0.142639,-0.072137,0.049912,0.278936,-0.265769,0.614752,0.391997,-0.29156,0.310366,0.31206,-0.279413,0.139943,0.185171,-0.263213,0.047429,0.304765,-0.124055,1.2852465,0.177587,0.026331,0.923871,0.485623,0.026331,0.923871,0.485623,-0.331518,0.925967,0.361827,-0.331518,0.925967,0.361827
-0.142602,0.89853,0.208373,-0.146694,0.974646,0.205608,-0.118867,1.334648,0.18273,-0.120493,1.435258,0.287653,0.057096,1.314076,0.206838,0.149626,1.100247,0.242459,0.0160615,1.004867,0.4562965,0.0160615,1.004867,0.4562965,-0.296207,1.336086,0.145248,-0.364877,1.114958,0.101199,-0.3334455,0.9964075,0.3170885,-0.3334455,0.9964075,0.3170885,-0.046588,0.667233,0.341679,-0.075213,0.204822,0.21482,-0.050797,0.115564,0.143256,-0.071744,0.05022,0.278958,-0.262399,0.621606,0.400147,-0.289369,0.315968,0.320961,-0.278882,0.147078,0.191891,-0.263812,0.048932,0.307061,-0.121826,1.2867895,0.1771335,0.014895,0.94489,0.510483,0.014895,0.94489,0.510483,-0.334572,0.9254,0.345737,-0.334572,0.9254,0.345737
-0.143506,0.905039,0.210172,-0.146265,0.981193,0.206887,-0.117476,1.341033,0.181934,-0.119981,1.441231,0.287233,0.058037,1.320055,0.207118,0.150067,1.107669,0.251576,0.0094125,1.0279085,0.46705,0.0094125,1.0279085,0.46705,-0.294432,1.34377,0.143063,-0.362239,1.123962,0.091681,-0.33357,1.0050585,0.307216,-0.33357,1.0050585,0.307216,-0.044836,0.671569,0.342275,-0.073852,0.209281,0.216779,-0.050714,0.119887,0.14496,-0.071652,0.050549,0.278668,-0.259676,0.629161,0.401699,-0.285947,0.323358,0.323809,-0.277762,0.153719,0.195558,-0.264721,0.05295,0.308693,-0.1207835,1.293153,0.1767345,0.005028,0.972189,0.525452,0.005028,0.972189,0.525452,-0.333861,0.933689,0.334972,-0.333861,0.933689,0.334972
-0.145871,0.91476,0.2142,-0.147042,0.990916,0.210094,-0.117161,1.349613,0.180585,-0.120471,1.450266,0.285426,0.058092,1.329276,0.206191,0.148562,1.116802,0.253346,0.0038495,1.0528840000000002,0.47036,0.0038495,1.0528840000000002,0.47036,-0.293741,1.35302,0.141143,-0.364355,1.134913,0.086401,-0.333768,1.018067,0.302067,-0.333768,1.018067,0.302067,-0.046345,0.677065,0.342073,-0.071288,0.215993,0.219862,-0.050573,0.125905,0.148171,-0.071608,0.051021,0.278838,-0.25797,0.635105,0.39781,-0.28206,0.330616,0.319915,-0.275182,0.159131,0.194064,-0.264894,0.059283,0.308293,-0.1206489999999999,1.301654,0.1763105,-0.004018,1.000169,0.531137,-0.004018,1.000169,0.531137,-0.332752,0.946976,0.330512,-0.332752,0.946976,0.330512
-0.149046,0.92481,0.218505,-0.149047,1.000955,0.214046,-0.118119,1.358036,0.178581,-0.121474,1.459634,0.282506,0.057122,1.338422,0.203742,0.14549,1.124816,0.249755,-0.0007355,1.0752175,0.468101,-0.0007355,1.0752175,0.468101,-0.294403,1.361856,0.139325,-0.369327,1.144828,0.086045,-0.334451,1.0323865,0.3024449999999999,-0.334451,1.0323865,0.3024449999999999,-0.049731,0.683111,0.340852,-0.067769,0.223857,0.222701,-0.049952,0.132763,0.151504,-0.071424,0.052065,0.278589,-0.25783,0.638479,0.390307,-0.279139,0.336509,0.311099,-0.271286,0.162944,0.188191,-0.264483,0.064404,0.303809,-0.1217325,1.309992,0.175558,-0.012663,1.02414,0.529612,-0.012663,1.02414,0.529612,-0.332525,0.961922,0.332364,-0.332525,0.961922,0.332364
-0.153269,0.932661,0.222561,-0.152544,1.008797,0.218,-0.120884,1.364264,0.176108,-0.122585,1.466931,0.279018,0.054589,1.344563,0.199525,0.139976,1.128995,0.241869,-0.0046385,1.091265,0.4617624999999999,-0.0046385,1.091265,0.4617624999999999,-0.297093,1.368946,0.138353,-0.375293,1.151436,0.092229,-0.3348495,1.04497,0.3092115,-0.3348495,1.04497,0.3092115,-0.053378,0.68848,0.340504,-0.066934,0.230691,0.225125,-0.049894,0.138683,0.15492,-0.071703,0.052694,0.278428,-0.259782,0.638604,0.380866,-0.278529,0.340022,0.299011,-0.267881,0.164737,0.178783,-0.264053,0.065138,0.293627,-0.1247215,1.316173,0.1743895,-0.020413,1.040994,0.52307,-0.020413,1.040994,0.52307,-0.332711,0.975307,0.340938,-0.332711,0.975307,0.340938
-0.157436,0.936671,0.225167,-0.156639,1.012833,0.221087,-0.124965,1.367266,0.17337,-0.123681,1.470469,0.275749,0.050581,1.34682,0.193786,0.135117,1.129983,0.231053,-0.0079329999999999,1.098781,0.452449,-0.0079329999999999,1.098781,0.452449,-0.301986,1.372854,0.139329,-0.382159,1.153756,0.105831,-0.3342915,1.0543485,0.323184,-0.3342915,1.0543485,0.323184,-0.055705,0.692283,0.34143,-0.066444,0.234479,0.226789,-0.050014,0.142484,0.156422,-0.071505,0.053477,0.27783,-0.263598,0.635505,0.371,-0.280188,0.340383,0.285892,-0.26677,0.163978,0.167596,-0.263444,0.060373,0.278856,-0.129311,1.319193,0.1726,-0.026644,1.048573,0.512977,-0.026644,1.048573,0.512977,-0.332175,0.985807,0.357266,-0.332175,0.985807,0.357266
-0.162324,0.934731,0.225899,-0.161597,1.010934,0.222672,-0.13041,1.365553,0.170849,-0.12539,1.469004,0.272861,0.045285,1.34411,0.186928,0.130644,1.12656,0.217572,-0.010377,1.0967135,0.440869,-0.010377,1.0967135,0.440869,-0.308631,1.371902,0.142489,-0.389025,1.150964,0.125854,-0.3320324999999999,1.0610075,0.3431995,-0.3320324999999999,1.0610075,0.3431995,-0.056865,0.692511,0.34499,-0.065327,0.232548,0.228269,-0.049582,0.141969,0.155935,-0.071504,0.053694,0.277799,-0.268755,0.627993,0.36114,-0.283642,0.335974,0.272585,-0.268504,0.159076,0.155237,-0.262169,0.052645,0.263662,-0.135238,1.31752,0.170727,-0.030911,1.045697,0.500117,-0.030911,1.045697,0.500117,-0.331791,0.995056,0.382116,-0.331791,0.995056,0.382116
-0.166467,0.926796,0.223744,-0.166237,1.003048,0.221838,-0.137327,1.358415,0.168963,-0.128485,1.46218,0.270395,0.038571,1.336014,0.179159,0.123975,1.117418,0.200954,-0.011892,1.0847185,0.4273405,-0.011892,1.0847185,0.4273405,-0.316729,1.365383,0.147619,-0.395493,1.143254,0.150539,-0.3281515,1.0664605,0.3671824999999999,-0.3281515,1.0664605,0.3671824999999999,-0.059043,0.690129,0.351479,-0.064498,0.225957,0.230134,-0.049463,0.138447,0.153973,-0.071572,0.053607,0.27822,-0.274336,0.615732,0.350844,-0.287818,0.326137,0.259071,-0.272325,0.149368,0.141574,-0.26092,0.048383,0.254693,-0.1425155,1.3104195,0.169151,-0.032698,1.031839,0.484834,-0.032698,1.031839,0.484834,-0.333025,1.007224,0.415467,-0.333025,1.007224,0.415467
-0.1685,0.915046,0.220874,-0.169338,0.991296,0.219095,-0.145239,1.347046,0.168115,-0.133063,1.450883,0.269128,0.030908,1.323876,0.170942,0.116653,1.104613,0.182121,-0.0120779999999999,1.0647845,0.411975,-0.0120779999999999,1.0647845,0.411975,-0.325574,1.35409,0.154533,-0.401492,1.132125,0.17737,-0.3233605,1.0700949999999998,0.3933585,-0.3233605,1.0700949999999998,0.3933585,-0.064624,0.687829,0.362715,-0.065511,0.218551,0.235029,-0.049973,0.135807,0.153809,-0.071713,0.05307,0.27953,-0.277959,0.600397,0.34231,-0.289686,0.312444,0.247619,-0.274423,0.136519,0.128832,-0.260698,0.047018,0.251,-0.150553,1.2990645,0.168144,-0.031034,1.009188,0.467512,-0.031034,1.009188,0.467512,-0.330291,1.019219,0.450171,-0.330291,1.019219,0.450171
-0.169049,0.902188,0.218272,-0.170786,0.978381,0.215194,-0.152557,1.334986,0.168617,-0.138565,1.438602,0.269621,0.023853,1.311331,0.163507,0.108279,1.091289,0.160868,-0.0105675,1.041756,0.3945815,-0.0105675,1.041756,0.3945815,-0.333484,1.341089,0.162231,-0.406363,1.120862,0.203969,-0.318183,1.0721925,0.4192114999999999,-0.318183,1.0721925,0.4192114999999999,-0.07063,0.686438,0.376166,-0.06651,0.213426,0.243134,-0.050266,0.136038,0.156926,-0.071574,0.052471,0.282171,-0.278179,0.585978,0.338238,-0.287352,0.298421,0.241374,-0.273256,0.124132,0.120058,-0.26134,0.047172,0.250668,-0.1577115,1.2869935,0.1678494999999999,-0.02567,0.982811,0.447798,-0.02567,0.982811,0.447798,-0.325633,1.031645,0.483744,-0.325633,1.031645,0.483744
-0.169031,0.892246,0.215346,-0.170683,0.968391,0.211206,-0.157427,1.326809,0.170058,-0.142931,1.42984,0.271588,0.019054,1.303468,0.157978,0.099858,1.082899,0.138657,-0.0072494999999999,1.0222765,0.3759765,-0.0072494999999999,1.0222765,0.3759765,-0.338566,1.331602,0.169191,-0.408659,1.114132,0.227045,-0.313905,1.073995,0.4430575,-0.313905,1.073995,0.4430575,-0.07506,0.688756,0.390023,-0.06867,0.213569,0.254142,-0.050711,0.141281,0.163939,-0.071096,0.052673,0.285828,-0.276668,0.578152,0.33981,-0.283722,0.289325,0.241463,-0.271999,0.117381,0.1166,-0.261973,0.047723,0.251401,-0.1622985,1.278821,0.1680884999999999,-0.017867,0.959548,0.425847,-0.017867,0.959548,0.425847,-0.320142,1.045,0.513658,-0.320142,1.045,0.513658
-0.16872,0.888678,0.213189,-0.169532,0.96483,0.208925,-0.159351,1.324682,0.171827,-0.144846,1.426961,0.274112,0.016915,1.3026,0.153317,0.092705,1.082096,0.118863,-0.0031204999999999,1.0114545,0.3582855,-0.0031204999999999,1.0114545,0.3582855,-0.340452,1.32812,0.174531,-0.40488,1.112105,0.243379,-0.3109039999999999,1.0765625,0.4635289999999999,-0.3109039999999999,1.0765625,0.4635289999999999,-0.07705,0.695475,0.401349,-0.07298,0.219101,0.265932,-0.052666,0.150093,0.173683,-0.070326,0.053889,0.290117,-0.277377,0.578646,0.343996,-0.284134,0.288011,0.245044,-0.271815,0.117983,0.117642,-0.261742,0.046644,0.251557,-0.163873,1.276706,0.1689284999999999,-0.010878,0.945027,0.403694,-0.010878,0.945027,0.403694,-0.314259,1.058525,0.537876,-0.314259,1.058525,0.537876
